msr_id,msr_section,msr_table,msr_name,msr_data_url,msr_population_or_survey,msr_survey size,msr_min_geo_resolution,src_org,src_name,src_url,src_year_first_published,src_year_last_published,src_discontinuity,src_pub_frequency,src_pub_lag_months,src_data_provider,src_statistic_class,src_methodology_url,src_quality_url,msr_strength
455,Social domain,Table S4a,"Taken holiday (in UK or abroad) in the last 12 months (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
456,Social domain,Table S4b,"Taken holiday (in UK or abroad) in the last 12 months (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
457,Social domain,Table S5a,"Use of public transport (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
458,Social domain,Table S5b,"Use of public transport (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
459,Social domain,Table S6a,"Use of private transport (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
460,Social domain,Table S6b,"Use of private transport (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
461,Social domain,Table S7a,"Voluntary work frequency (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
462,Social domain,Table S7b,"Voluntary work frequency (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
463,Social domain,Table S8a,"Cared for someone in the last month (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
464,Social domain,Table S8b,"Cared for someone in the last month (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
465,Social domain,Table S9a,"Receives help with mobility (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
466,Social domain,Table S9b,"Receives help with mobility (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
467,Social domain,Table S10a,"Mean number of close relationships with children, family and friends, by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
468,Social domain,Table S10b,"Mean number of close relationships with children, family and friends, by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
469,Social domain,Table S11a,"Self-perceived social status in society (%), by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
470,Social domain,Table S11b,"Self-perceived social status in society (%), by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
471,Social domain,Table S12a,"Mean self-perceived chance (%) of living to 85, by age and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
472,Social domain,Table S12b,"Mean self-perceived chance (%) of living to 85, by wealth group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
473,Social domain,Table SL1a,"Percentage married or remarried at baseline (wave 4) and, of those, percentage still married at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
474,Social domain,Table SL1b,"Percentage married or remarried at baseline (wave 4) and, of those, percentage still married at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
475,Social domain,Table SL2a,"Percentage using internet and/or email at baseline (wave 4) and, of those, percentage still using internet and/or email at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
476,Social domain,Table SL2b,"Percentage using internet and/or email at baseline (wave 4) and, of those, percentage still using internet and/or email at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
477,Social domain,Table SL2c,"Percentage not using internet and/or email at baseline (wave 4) and, of those, percentage using internet and/or email at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
478,Social domain,Table SL2d,"Percentage not using internet and/or email at baseline (wave 4) and, of those, percentage using internet and/or email at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
479,Social domain,Table SL3a,"Percentage been on holiday in the last year at baseline (wave 4) and, of those, percentage still been on holiday in the last year at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
480,Social domain,Table SL3b,"Percentage been on holiday in the last year at baseline (wave 4) and, of those, percentage still been on holiday in the last year at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
481,Social domain,Table SL4a,"Percentage using public transport at baseline (wave 4) and, of those, percentage still using public transport at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
482,Social domain,Table SL4b,"Percentage using public transport at baseline (wave 4) and, of those, percentage still using public transport at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
483,Social domain,Table SL4c,"Percentage not using public transport at baseline (wave 4) and, of those, percentage using public transport at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
484,Social domain,Table SL4d,"Percentage not using public transport at baseline (wave 4) and, of those, percentage using public transport at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
485,Social domain,Table SL5a,"Percentage with access to a car or van at baseline (wave 4) and, of those, percentage still with access to a car or van at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
486,Social domain,Table SL5b,"Percentage with access to a car or van at baseline (wave 4) and, of those, percentage still with access to a car or van at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
487,Social domain,Table SL6a,"Percentage volunteering at baseline (wave 4) and, of those, percentage still volunteering at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
488,Social domain,Table SL6b,"Percentage volunteering at baseline (wave 4) and, of those, percentage still volunteering at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
489,Social domain,Table SL6c,"Percentage not volunteering at baseline (wave 4) and, of those, percentage volunteering at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
490,Social domain,Table SL6d,"Percentage not volunteering at baseline (wave 4) and, of those, percentage volunteering at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
491,Social domain,Table SL7a,"Percentage not caring for someone at baseline (wave 4) and, of those, percentage caring for someone at waves 5–8, by age and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
492,Social domain,Table SL7b,"Percentage not caring for someone at baseline (wave 4) and, of those, percentage caring for someone at waves 5–8, by wealth group and gender",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
493,Health domain,Table H1a,"Self-rated health (%), by age group and gender: wav",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
494,Health domain,Table H1b,"Self-rated health (%), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
495,Health domain,Table H2a,"Limiting long-standing illness (%), by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
496,Health domain,Table H2b,"Limiting long-standing illness (%), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
497,Health domain,Table H3a,"Diagnosed health conditions (%), by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
498,Health domain,Table H3b,"Diagnosed health conditions (%), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
499,Health domain,Table H4a,"Self-rated sensory impairment (%), by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
500,Health domain,Table H4b,"Self-rated sensory impairment (%), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
501,Health domain,Table H5a,"Mean walking speed (m/s), by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
502,Health domain,Table H5b,"Mean walking speed (m/s), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
503,Health domain,Table H6a,"Limitations with one or more ADLs and IADLs (%), by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
504,Health domain,Table H6b,"Limitations with one or more ADLs and IADLs (%), by gender and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
505,Health domain,Table H7a,"Mean cognitive function, by age group and gender: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
506,Health domain,Table H7b,"Mean cognitive function, by age group and wealth group: wave 8",https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
507,Health domain,Table H8a,Health behaviours (%) by age group and gender: wave 8,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,Survey,"8,445 adults aged 50 or over (wave 8)",England,NIH National Institute of Ageing ,English Longitudinal Study of Ageing,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,2002,2018,0,Biennial,10,"UCL, IFS, Manchester University, NatCen, UEA",TBD,https://www.ifs.org.uk/uploads/ELSA_Wave_8_report.pdf,TBD,0.34
